,RunId,iteration,Step,side,density,population,policy,homophily,town,mobility,total_happy,total_segregation,fsi,center_segregation,periphery_segregation
0,0,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': 0}",1.0,0.7677191264855456,0.5681818181818182,0.7253132832080201,0.7734667407819159
1,1,0,2,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.1, 'beta': 0}",1.0,0.7872562617279921,0.5669574140584915,0.7748283998283998,0.7890606994923541
2,2,0,5,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.2, 'beta': 0}",1.0,0.7866668034244141,0.5764214919144497,0.789638821630347,0.7862007593735169
3,3,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.3, 'beta': 0}",1.0,0.7712137118221775,0.5821669258683255,0.6748321795678625,0.7860567293403116
4,4,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.4, 'beta': 0}",1.0,0.8087349812610228,0.5038129130655821,0.7766545601291365,0.813809364228265
5,5,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': 0}",1.0,0.780251942674303,0.5924453280318092,0.7295959021058623,0.7886168546365914
6,6,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.6, 'beta': 0}",1.0,0.7821668035030104,0.5534219596258001,0.7736630036630037,0.7836607142857143
7,7,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.7, 'beta': 0}",1.0,0.7737323826202985,0.5974908520648197,0.7397095238095237,0.7795462682680727
8,8,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.8, 'beta': 0}",1.0,0.7980518866650459,0.553714859437751,0.7914606227106228,0.7991920920064632
9,9,0,6,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.9, 'beta': 0}",1.0,0.7799514366653176,0.6,0.7639489660405995,0.7826044222180285
