,RunId,iteration,Step,side,density,population,homophily,town,mobility,rel_dist_random,total_happy,total_segregation,fsi,center_segregation,periphery_segregation
0,0,0,20,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': 0}",True,1.0,0.7878417423065389,0.5465057817998994,0.7972854842420061,0.7865723562152133
1,1,0,29,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.1, 'beta': 0}",True,1.0,0.7966286741840406,0.5264187866927593,0.8506544798013993,0.7892741935483871
2,2,0,21,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.2, 'beta': 0}",True,1.0,0.7998581021664402,0.5466464952092789,0.7538676503465234,0.8060817147697708
3,3,0,23,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.3, 'beta': 0}",True,1.0,0.7908298319327731,0.5379746835443038,0.7735737290085115,0.7932223391700953
4,4,0,18,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.4, 'beta': 0}",True,1.0,0.8001907986670966,0.5094430992736078,0.8068893298059966,0.7992609254498715
5,5,0,15,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': 0}",True,1.0,0.7769919439386416,0.5812883435582822,0.7890991880623217,0.7752508756981917
6,6,0,19,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.6, 'beta': 0}",True,1.0,0.7954054312488047,0.5227613806903452,0.8093687707641195,0.7934406943405634
7,7,0,15,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.7, 'beta': 0}",True,1.0,0.7773033275629928,0.5761486835312338,0.7312181616832779,0.783830541439237
8,8,0,25,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.8, 'beta': 0}",True,1.0,0.8073350659194888,0.5073791348600509,0.7595864661654134,0.8144458959285868
9,9,0,19,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.9, 'beta': 0}",True,1.0,0.807766957324858,0.49236829148202854,0.787900534045394,0.8105294099446146
10,10,0,28,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': 0}",True,1.0,0.7934527197333117,0.5212298682284041,0.7536679536679536,0.799206607724523
11,11,0,13,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.1, 'beta': 0}",True,1.0,0.7999145723104056,0.5135411343893714,0.8386701509872241,0.7946979645436637
12,12,0,48,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.2, 'beta': 0}",True,1.0,0.8193948693100755,0.49847560975609756,0.8359291521486645,0.8172276519303373
13,13,0,21,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.3, 'beta': 0}",True,1.0,0.7914113201347244,0.53420523138833,0.7574049803407601,0.796285338593031
14,14,0,23,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.4, 'beta': 0}",True,1.0,0.8001239938206358,0.514792899408284,0.7552620134811916,0.8065120131277478
15,15,0,35,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.5, 'beta': 0}",True,1.0,0.796472009556388,0.5190243902439025,0.7994631185807656,0.7960783410138248
16,16,0,23,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.6, 'beta': 0}",True,1.0,0.7898843693619814,0.513902205177373,0.7369581464872943,0.797654315182294
17,17,0,25,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.7, 'beta': 0}",True,1.0,0.7801670441676105,0.5676470588235294,0.7529132326007326,0.7838055504615196
18,18,0,16,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.8, 'beta': 0}",True,1.0,0.7906415723579903,0.5470647773279352,0.7801953039280228,0.7921280249804841
19,19,0,27,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.9, 'beta': 0}",True,1.0,0.7922150276541212,0.538989700833742,0.8632816257816258,0.7832353298690247
20,20,0,28,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.0, 'beta': 0}",True,1.0,0.7951737073430195,0.5249221183800623,0.8567727609178386,0.787290008841733
21,21,0,21,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.1, 'beta': 0}",True,1.0,0.7768052696582955,0.5422909618173031,0.7658316407131572,0.7783245844269465
22,22,0,31,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.2, 'beta': 0}",True,1.0,0.8109289843104872,0.5050237969328397,0.8258403361344537,0.8087451481586669
23,23,0,23,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.3, 'beta': 0}",True,1.0,0.7842253367210338,0.5295519542421354,0.8357257326007327,0.7772467814487357
24,24,0,28,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.4, 'beta': 0}",True,1.0,0.7808912596543868,0.563343717549325,0.7368022328548645,0.787013921847809
25,25,0,58,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.5, 'beta': 0}",True,1.0,0.7767242791612058,0.5640019617459539,0.7501774267399267,0.7803191654265874
26,26,0,50,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.6, 'beta': 0}",True,1.0,0.7982391014658291,0.5286947689182326,0.853697952610996,0.7908038798420922
27,27,0,64,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.7, 'beta': 0}",True,1.0,0.8387651331719128,0.42591636551368095,0.786968823403801,0.8462315695508973
28,28,0,42,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.8, 'beta': 0}",True,1.0,0.7975175233644859,0.53895754970446,0.7902186355311355,0.7985269440222896
29,29,0,109,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.9, 'beta': 0}",True,1.0,0.7961471255168734,0.5194312796208531,0.8068310657596373,0.7947226001511716
30,30,0,60,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 3.0, 'beta': 0}",True,1.0,0.7889455782312925,0.5430693069306931,0.7855861627162076,0.789431723370724
31,31,1,19,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': 0}",True,1.0,0.793009303946804,0.5505505505505506,0.7785137402978812,0.7951335731193705
32,32,1,18,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.1, 'beta': 0}",True,1.0,0.7890039171796307,0.564051638530288,0.8136538027533288,0.7857037104181775
33,33,1,21,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.2, 'beta': 0}",True,1.0,0.7979716038226676,0.5233550979407333,0.8499017568192325,0.7909933836548318
34,34,1,25,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.3, 'beta': 0}",True,1.0,0.7926824680210685,0.5402184707050646,0.8924297924297924,0.7803484615152338
35,35,1,24,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.4, 'beta': 0}",True,1.0,0.7924426756845925,0.5427848101265823,0.8581462585034014,0.783377135348226
36,36,1,24,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': 0}",True,1.0,0.8007580091533181,0.4916387959866221,0.7823842440201887,0.8033622593387452
37,37,1,20,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.6, 'beta': 0}",True,1.0,0.8089079978798784,0.48591909882232465,0.8337383406971036,0.8057241997922765
38,38,1,21,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.7, 'beta': 0}",True,1.0,0.806181603076013,0.49373191899710706,0.7713548251158869,0.8112760055478501
39,39,1,29,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.8, 'beta': 0}",True,1.0,0.7907982156416098,0.5486769845232152,0.7626480836236934,0.7945188971784717
40,40,1,18,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.9, 'beta': 0}",True,1.0,0.8073777924326107,0.5237341772151899,0.7890298175344904,0.8099626947553216
41,41,1,23,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': 0}",True,1.0,0.7967458946733559,0.5221649484536083,0.7616619284529732,0.8013369605654762
42,42,1,28,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.1, 'beta': 0}",True,1.0,0.8063657407407407,0.5147213459516299,0.8239252645502645,0.8038572373393802
