,RunId,iteration,Step,side,density,population,policy,homophily,town,mobility,total_happy,total_segregation,fsi,center_segregation,periphery_segregation
0,0,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': 0}",1.0,0.7689176245210727,0.6218619246861925,0.7434299191374665,0.7724538768386936
1,1,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.1, 'beta': 0}",1.0,0.7898381706955562,0.5942408376963351,0.7306534272901984,0.7983862262521588
2,2,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.2, 'beta': 0}",1.0,0.7720895704523266,0.5570216776625825,0.7570504926108375,0.7743789838770154
3,3,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.3, 'beta': 0}",1.0,0.7875964045560586,0.5386509108813392,0.767952180872349,0.7907195343067085
4,4,0,2,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.4, 'beta': 0}",1.0,0.7625445832993003,0.6049261083743842,0.7652116402116401,0.762132641835612
5,5,0,2,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': 0}",1.0,0.7820515895222105,0.571917808219178,0.7803374655647383,0.7823200801356142
6,6,0,5,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.6, 'beta': 0}",1.0,0.7788324384423474,0.5799019607843138,0.7229428571428571,0.7881102573831658
7,7,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.7, 'beta': 0}",1.0,0.7977904391328515,0.5491803278688525,0.7339098237720285,0.8082924949915241
8,8,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.8, 'beta': 0}",1.0,0.8041380593928364,0.5142118863049095,0.7820238095238096,0.8080574220144773
9,9,0,2,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.9, 'beta': 0}",1.0,0.7723668108019908,0.60900354071826,0.7303571428571429,0.7795604395604395
10,10,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': 0}",1.0,0.7867379736920292,0.5766902119071645,0.7555800865800866,0.7924963197644649
11,11,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.1, 'beta': 0}",1.0,0.8182281657057442,0.5105963528831937,0.7803615196078431,0.8250401549508691
12,12,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.2, 'beta': 0}",1.0,0.7956013257575758,0.5753012048192772,0.8009928122192272,0.7946456442108617
13,13,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.3, 'beta': 0}",1.0,0.7856100005417411,0.568802781917536,0.7883656026513169,0.7851034151034151
14,14,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.4, 'beta': 0}",1.0,0.8033536585365854,0.5263157894736842,0.7676038500506586,0.8103546626984126
15,15,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.5, 'beta': 0}",1.0,0.7829656470211404,0.5722713864306784,0.8377783487495718,0.7728474988933156
16,16,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.6, 'beta': 0}",1.0,0.7791527916527917,0.5993772703684483,0.779051948051948,0.7791720366147846
17,17,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.7, 'beta': 0}",1.0,0.7860644655363566,0.5811836115326252,0.771791069368924,0.7888667831262941
18,18,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.8, 'beta': 0}",1.0,0.8038229183751571,0.5391658189216684,0.7696367206676485,0.810679006268255
19,19,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.9, 'beta': 0}",1.0,0.8043484812747334,0.5524542829643888,0.7835337915234822,0.8083177307620296
20,20,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.0, 'beta': 0}",1.0,0.8093231135952655,0.5251509054325956,0.7868328539469478,0.8139773478835979
21,21,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.1, 'beta': 0}",1.0,0.8120683944139703,0.5121486422105764,0.7910694378085683,0.8162597749380125
22,22,0,5,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.2, 'beta': 0}",1.0,0.8140208606378332,0.5121698601760746,0.8030600830936402,0.8162797207403016
23,23,0,2,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.3, 'beta': 0}",1.0,0.819892162526478,0.5002573340195574,0.8093422114608556,0.8220594574877303
24,24,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.4, 'beta': 0}",1.0,0.8165355298746004,0.5086505190311419,0.7224310776942356,0.8364158310996392
25,25,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.5, 'beta': 0}",1.0,0.7749105109013994,0.6035389765662362,0.7339621895269736,0.7833816069383079
26,26,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.6, 'beta': 0}",1.0,0.7899998652545341,0.5717726396917149,0.780181367849153,0.7919916366819022
27,27,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.7, 'beta': 0}",1.0,0.8175405844155844,0.49560975609756097,0.7837235228539575,0.8244613930445552
28,28,0,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.8, 'beta': 0}",1.0,0.7872850432010737,0.5421334632245495,0.7623551065162908,0.7927022703291468
29,29,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.9, 'beta': 0}",1.0,0.8057243594979444,0.5381927109335995,0.7805753968253968,0.8109311840678299
30,30,0,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 3.0, 'beta': 0}",1.0,0.7992940517194249,0.5364333652924257,0.7705503512880563,0.8053948371276136
31,31,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': 0}",1.0,0.7809870946663399,0.5666003976143141,0.7745685889034513,0.7819010295169668
32,32,1,2,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.1, 'beta': 0}",1.0,0.7868212792528643,0.5507104360607545,0.6854457953394125,0.8025047807141289
33,33,1,5,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.2, 'beta': 0}",1.0,0.7912736354384272,0.553686293913904,0.7599576271186439,0.7960664875548144
34,34,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.3, 'beta': 0}",1.0,0.7867680272108843,0.5415233415233415,0.7899940968122787,0.7862503157761778
35,35,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.4, 'beta': 0}",1.0,0.7633541854062746,0.6227848101265823,0.7910103785103786,0.7590768891826394
36,36,1,5,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': 0}",1.0,0.7663283634497474,0.5850914205344585,0.7213154082925947,0.7742206349206349
37,37,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.6, 'beta': 0}",1.0,0.8024844430200572,0.5439121756487026,0.7335714285714285,0.8142489760185099
38,38,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.7, 'beta': 0}",1.0,0.7937967783924504,0.5469223007063572,0.7564553340716131,0.8002280818869605
39,39,1,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.8, 'beta': 0}",1.0,0.7866064633616004,0.596388741370154,0.7540380952380953,0.7920272969374168
40,40,1,5,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.9, 'beta': 0}",1.0,0.8127320193360575,0.5079840319361277,0.7505487696937512,0.8237804302698623
41,41,1,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': 0}",1.0,0.7748446607280326,0.5842527582748245,0.7136105188343993,0.786054189435337
42,42,1,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.1, 'beta': 0}",1.0,0.8033844999317779,0.5374493927125507,0.7766460374763623,0.8084298365122616
43,43,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.2, 'beta': 0}",1.0,0.7797104135771956,0.5763993948562783,0.7629604672057502,0.7827320172452915
44,44,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.3, 'beta': 0}",1.0,0.7970694399041082,0.5532766383191596,0.7525086505190312,0.805896080159274
45,45,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.4, 'beta': 0}",1.0,0.8051068411235461,0.5423640167364017,0.7509350649350649,0.8153034451289071
46,46,1,2,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.5, 'beta': 0}",1.0,0.8116615894393672,0.49613899613899615,0.7970072751322752,0.8144865174985657
47,47,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.6, 'beta': 0}",1.0,0.8209350254908342,0.49533678756476685,0.7920109507217521,0.8265859509222341
48,48,1,5,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.7, 'beta': 0}",1.0,0.7918197671225353,0.5541016607951686,0.7482703588681849,0.8000636880266511
49,49,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.8, 'beta': 0}",1.0,0.8072510822510822,0.5341246290801187,0.7706629789963123,0.8146233120113716
50,50,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 1.9, 'beta': 0}",1.0,0.8173028145966291,0.5017921146953405,0.811592970521542,0.8184589400498492
51,51,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.0, 'beta': 0}",1.0,0.791879372282095,0.5659637076998528,0.7502694658944659,0.8002750998149771
52,52,1,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.1, 'beta': 0}",1.0,0.791200887719875,0.5442412259021255,0.7534555768616171,0.7990120701058201
53,53,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.2, 'beta': 0}",1.0,0.7941064079952969,0.5730337078651685,0.7739493448386066,0.7981541201386215
54,54,1,6,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.3, 'beta': 0}",1.0,0.8179822781385282,0.5118460019743336,0.8067538896746816,0.8203173513743177
55,55,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.4, 'beta': 0}",1.0,0.7960919864559819,0.5455847255369929,0.7885456885456886,0.7976053361724091
56,56,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.5, 'beta': 0}",1.0,0.8258860930735931,0.4801783944499504,0.7790546911834041,0.8356252246952315
57,57,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.6, 'beta': 0}",1.0,0.8149191786806466,0.5158530447911425,0.7843884376493072,0.8212366122919756
58,58,1,2,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.7, 'beta': 0}",1.0,0.8171060090702947,0.5410350235232619,0.8104196528109571,0.8184706647163985
59,59,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.8, 'beta': 0}",1.0,0.8182439104674127,0.5216494845360825,0.7460447994987468,0.8335710960361798
60,60,1,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 2.9, 'beta': 0}",1.0,0.7990333388257262,0.5305418719211823,0.8365560365560365,0.7912781257248898
61,61,1,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 3.0, 'beta': 0}",1.0,0.8181545928990562,0.5017015070491007,0.7601873536299766,0.8302974555206697
62,62,2,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': 0}",1.0,0.7878766633674255,0.5581395348837209,0.799442988204456,0.7862112348241805
63,63,2,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.1, 'beta': 0}",1.0,0.7923713738368912,0.5511363636363636,0.8118728741496598,0.7894898856640282
64,64,2,6,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.2, 'beta': 0}",1.0,0.7910241766609556,0.5464231354642314,0.8296779945458359,0.7852666854143232
65,65,2,4,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.3, 'beta': 0}",1.0,0.7831703107019562,0.5716494845360824,0.72761488875026,0.7916011865316039
66,66,2,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.4, 'beta': 0}",1.0,0.7911843361986629,0.5781167806417675,0.8092537014805922,0.788330647454735
67,67,2,2,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': 0}",1.0,0.7767706102048662,0.6104033970276008,0.7519776482021381,0.7808500431737504
68,68,2,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.6, 'beta': 0}",1.0,0.7882902533159383,0.5530671859785784,0.7706632653061225,0.7910612065169529
69,69,2,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.7, 'beta': 0}",1.0,0.7857142857142857,0.572463768115942,0.7400793650793651,0.7934324065196547
70,70,2,3,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.8, 'beta': 0}",1.0,0.7765958451369216,0.5702087286527514,0.7491887125220459,0.7815456282847587
71,71,2,5,50,0.7,0.3,good,0.3,True,"{'model': 'gravity', 'alpha': 0.9, 'beta': 0}",1.0,0.7851734693877552,0.593389296956978,0.775281715739731,0.7869151625704046
