,RunId,iteration,Step,side,density,population,homophily,town,mobility,total_happy,total_segregation,center_segregation,periphery_segregation
0,0,0,445,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': -5.0}",1.0,0.7250312369845898,0.7049799622819425,0.7277082743209644
1,1,0,97,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': -4.0}",1.0,0.7300316814697988,0.664562175581133,0.7391800693787448
2,2,0,64,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': -3.0}",1.0,0.7459663704191354,0.7333498677248677,0.7477592418546366
3,3,0,35,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': -2.0}",1.0,0.7868669690098261,0.8293401665598975,0.7807206204999845
4,4,0,22,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': -1.0}",1.0,0.7926239636479592,0.7989378078817734,0.7916849816849817
5,5,0,22,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': 0.0}",1.0,0.7963336882918306,0.7686141932501157,0.8000464425041798
6,6,0,290,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': -5.0}",1.0,0.7342012021948328,0.72633658008658,0.7353493222106361
7,7,0,156,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': -4.0}",1.0,0.7439841637697954,0.7693853820598007,0.740369827613375
8,8,0,71,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': -3.0}",1.0,0.7399956129855627,0.7301034759895519,0.7415042593614022
9,9,0,32,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': -2.0}",1.0,0.7478638632872504,0.7355962219598584,0.749850991266654
10,10,0,24,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': -1.0}",1.0,0.781931004319064,0.7327946768060837,0.7906685662770855
11,11,0,12,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': 0.0}",1.0,0.7980535783258842,0.7977117486338797,0.7981098579782792
12,12,0,244,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': -5.0}",1.0,0.7282923249945139,0.7033234126984127,0.7318405388471177
13,13,0,197,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': -4.0}",1.0,0.7271834477498094,0.7375296272355096,0.7256860635544329
14,14,0,37,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': -3.0}",1.0,0.7315439550190529,0.6572766703580656,0.7440756485720514
15,15,0,58,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': -2.0}",1.0,0.7753510119384481,0.741358024691358,0.7814820116423322
16,16,0,30,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': -1.0}",1.0,0.8144959573835213,0.7259383267195767,0.8318106876151683
17,17,0,25,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': 0.0}",1.0,0.7948204208712089,0.7254693633725892,0.8083134090456267
18,18,0,209,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.5, 'beta': -5.0}",1.0,0.7199447597115991,0.7376929012345678,0.7174243135781597
19,19,0,120,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.5, 'beta': -4.0}",1.0,0.7520484400656814,0.690852380952381,0.7623162352189199
20,20,0,204,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.5, 'beta': -3.0}",1.0,0.7397279880613213,0.7057379201680672,0.7459621744854382
21,21,0,131,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.5, 'beta': -2.0}",1.0,0.7857272702421957,0.768515704154002,0.7890516960208742
22,22,0,76,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.5, 'beta': -1.0}",1.0,0.7845039339857993,0.7344517878325707,0.7941637231815802
23,23,0,35,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.5, 'beta': 0.0}",1.0,0.7879713577826785,0.782746784845325,0.7889418886198547
24,24,0,500,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.0, 'beta': -5.0}",0.9994301994301994,0.7308743725410393,0.6538261806780324,0.7432571176618796
25,25,0,500,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.0, 'beta': -4.0}",0.9982578397212544,0.7485481997677119,0.6650349328920757,0.7633328450997623
26,26,0,268,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.0, 'beta': -3.0}",1.0,0.7617691380349607,0.704434212709474,0.7731096780545437
27,27,0,222,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.0, 'beta': -2.0}",1.0,0.8119735358036918,0.7535673234811167,0.8237277353689567
