,RunId,iteration,Step,side,density,population,homophily,town,mobility,rel_dist_random,total_happy,total_segregation,fsi,center_segregation,periphery_segregation
0,0,0,14,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': 0}",True,1.0,0.7917251366566044,0.5192118226600986,0.7557274522712312,0.7968173775377164
1,1,0,16,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.1, 'beta': 0}",True,1.0,0.7941940557544203,0.5264197530864198,0.8164252021563342,0.7911415926474218
2,2,0,18,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.2, 'beta': 0}",True,1.0,0.7703757693553611,0.5945674044265593,0.7300771906936291,0.7760879950685776
3,3,0,21,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.3, 'beta': 0}",True,1.0,0.7972304708400213,0.5124705882352941,0.8175907806044791,0.7943740276379609
4,4,0,19,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.4, 'beta': 0}",True,1.0,0.8001470145783759,0.5388247639034628,0.8500623582766439,0.7933003639078101
5,5,0,21,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': 0}",True,1.0,0.7866017682468022,0.5412713472485768,0.8325358851674641,0.7804595862657283
6,6,0,20,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.6, 'beta': 0}",True,1.0,0.7871291735084839,0.5437810945273632,0.746487558987559,0.7930728088336783
7,7,0,47,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.7, 'beta': 0}",True,1.0,0.7990690811535882,0.5374251497005988,0.783240070221637,0.8012737636774863
8,8,0,23,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.8, 'beta': 0}",True,1.0,0.7989310698754829,0.5366478728856996,0.7676275891522527,0.8034639764996906
9,9,0,27,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 0.9, 'beta': 0}",True,1.0,0.8070898262217509,0.5265600825167612,0.8681042228212039,0.798684984065101
10,10,0,25,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': 0}",True,1.0,0.7989517399781001,0.544579533941236,0.797936867054514,0.799095329553076
11,11,0,21,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.1, 'beta': 0}",True,1.0,0.815175026334981,0.49177800616649536,0.7634322678843226,0.8225141870219591
12,12,0,21,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.2, 'beta': 0}",True,1.0,0.7854101744027118,0.537109375,0.8241609977324263,0.7800983774710929
13,13,0,26,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.3, 'beta': 0}",True,1.0,0.805465523371899,0.5083039758429794,0.8121662216288384,0.8045264602239063
14,14,0,27,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.4, 'beta': 0}",True,1.0,0.804919769285441,0.514921598381386,0.7717233560090704,0.8094701914708442
15,15,0,24,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.5, 'beta': 0}",True,1.0,0.8008059873344847,0.49685230024213073,0.836638321995465,0.7958781613496742
16,16,0,18,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.6, 'beta': 0}",True,1.0,0.7991283152937287,0.5157459989674755,0.7587123904288082,0.8044448080279232
17,17,0,40,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.7, 'beta': 0}",True,1.0,0.8102159785932722,0.5054375970999482,0.7661634199134199,0.81657527184102
18,18,0,19,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.8, 'beta': 0}",True,1.0,0.7791783380018674,0.5549558390578999,0.7858904275996114,0.7783229611740665
19,19,0,27,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 1.9, 'beta': 0}",True,1.0,0.8029051172707888,0.5025278058645096,0.838655462184874,0.7981631989596879
20,20,0,45,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.0, 'beta': 0}",True,1.0,0.7901576411010374,0.5427995971802618,0.7994746255309636,0.7888656374007937
21,21,0,36,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.1, 'beta': 0}",True,1.0,0.7974712596709165,0.5404014410705095,0.7802995391705069,0.7999051351435413
22,22,0,25,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.2, 'beta': 0}",True,1.0,0.7944391869651086,0.5096153846153846,0.7874640088593577,0.7954251588866974
23,23,0,59,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.3, 'beta': 0}",True,1.0,0.789779911964786,0.5412621359223301,0.8314493758668516,0.7843436171175248
24,24,0,44,50,0.7,0.3,0.3,True,"{'model': 'gravity', 'alpha': 2.4, 'beta': 0}",True,1.0,0.7979570105820106,0.5385370643102602,0.8263492063492064,0.7939009826152683
