,RunId,iteration,Step,side,density,population,homophily,town,mobility,total_happy,total_segregation,center_segregation,periphery_segregation
0,0,0,3,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 0.0, 'beta': 0}",1.0,0.6115753921732819,0.5515780730897011,0.620226917057903
1,1,0,5,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 0.1, 'beta': 0}",1.0,0.612761175898931,0.5782297672432202,0.6177582583974537
2,2,0,3,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 0.2, 'beta': 0}",1.0,0.6197914081672043,0.558577806122449,0.6289143934353516
3,3,0,3,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 0.3, 'beta': 0}",1.0,0.6388486608847435,0.5978791030975497,0.6443290043290043
4,4,0,5,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 0.4, 'beta': 0}",1.0,0.6365512967200609,0.5456079027355624,0.6506766751644477
5,5,0,4,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 0.5, 'beta': 0}",1.0,0.6248092013329033,0.5529658385093167,0.6355251374220245
6,6,0,2,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 0.6, 'beta': 0}",1.0,0.6324360845359711,0.5957909942219566,0.6381866929306194
7,7,0,1,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 0.7, 'beta': 0}",1.0,0.6354473507712944,0.5391192493946732,0.6502189114762215
8,8,0,5,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 0.8, 'beta': 0}",1.0,0.6351334984860997,0.5912779397473276,0.6423689273689274
9,9,0,4,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 0.9, 'beta': 0}",1.0,0.6264998654829164,0.615037080405933,0.6283327092304812
10,10,0,2,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 1.0, 'beta': 0}",1.0,0.6311649413388545,0.5332888757162615,0.6470599088692081
11,11,0,4,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 1.1, 'beta': 0}",1.0,0.6400855654761904,0.549752380952381,0.6547310234080662
12,12,0,4,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 1.2, 'beta': 0}",1.0,0.6281897440069422,0.596203863071333,0.6334747369418902
13,13,0,3,50,0.7,0.3,0.1,True,"{'model': 'gravity', 'alpha': 1.3, 'beta': 0}",1.0,0.6197341429391975,0.5135354896675651,0.6388009743192671
